# For the net reaction CH4 + H2O -> CO + H2 + H2 + H2
T           Pbar    rate const
1250.0  6.310E-07   9.581E-20
1250.0  1.000E-06   4.813E-20
1250.0  1.585E-06   2.427E-20
1250.0  2.512E-06   2.138E-20
1250.0  3.981E-06   1.692E-20
1250.0  6.310E-06   1.339E-20
1250.0  1.000E-05   1.062E-20
1250.0  1.585E-05   8.445E-21
1250.0  2.512E-05   6.727E-21
1250.0  3.981E-05   5.366E-21
1250.0  6.310E-05   4.251E-21
1250.0  1.000E-04   3.363E-21
1250.0  1.585E-04   2.258E-21
1250.0  2.512E-04   1.426E-21
1250.0  3.981E-04   9.016E-22
1250.0  6.310E-04   5.709E-22
1250.0  1.000E-03   3.597E-22
1250.0  1.585E-03   2.261E-22
1250.0  2.512E-03   1.425E-22
1250.0  3.981E-03   8.994E-23
1250.0  6.310E-03   5.687E-23
1250.0  1.000E-02   3.600E-23
1250.0  1.585E-02   2.271E-23
1250.0  2.512E-02   1.427E-23
1250.0  3.981E-02   8.989E-24
1250.0  6.310E-02   5.674E-24
1250.0  1.000E-01   3.587E-24
1250.0  1.585E-01   2.271E-24
1250.0  2.512E-01   1.434E-24
1250.0  3.981E-01   9.015E-25
1250.0  6.310E-01   5.686E-25
1250.0  1.000E+00   3.597E-25
1250.0  1.585E+00   3.126E-25
1250.0  2.512E+00   2.689E-25
1250.0  3.981E+00   2.259E-25
1250.0  6.310E+00   1.852E-25
1250.0  1.000E+01   1.483E-25
1250.0  1.585E+01   1.159E-25
1250.0  2.512E+01   8.828E-26
1250.0  3.981E+01   6.560E-26
1250.0  6.310E+01   4.761E-26
1250.0  1.000E+02   3.389E-26
1250.0  1.585E+02   2.364E-26
1250.0  2.512E+02   1.620E-26
1250.0  3.981E+02   1.094E-26
1250.0  6.310E+02   7.296E-27
1250.0  1.000E+03   4.817E-27
1300.0  1.000E-08   5.756E-16
1300.0  1.585E-08   2.838E-16
1300.0  2.512E-08   1.409E-16
1300.0  3.981E-08   7.035E-17
1300.0  6.310E-08   3.530E-17
1300.0  1.000E-07   1.779E-17
1300.0  1.585E-07   8.998E-18
1300.0  2.512E-07   4.459E-18
1300.0  3.981E-07   2.217E-18
1300.0  6.310E-07   1.108E-18
1300.0  1.000E-06   5.566E-19
1300.0  1.585E-06   2.806E-19
1300.0  2.512E-06   1.420E-19
1300.0  3.981E-06   8.024E-20
1300.0  6.310E-06   6.349E-20
1300.0  1.000E-05   5.037E-20
1300.0  1.585E-05   4.005E-20
1300.0  2.512E-05   3.190E-20
1300.0  3.981E-05   2.544E-20
1300.0  6.310E-05   2.015E-20
1300.0  1.000E-04   1.594E-20
1300.0  1.585E-04   1.264E-20
1300.0  2.512E-04   1.005E-20
1300.0  3.981E-04   6.498E-21
1300.0  6.310E-04   4.114E-21
1300.0  1.000E-03   2.592E-21
1300.0  1.585E-03   1.629E-21
1300.0  2.512E-03   1.027E-21
1300.0  3.981E-03   6.482E-22
1300.0  6.310E-03   4.099E-22
1300.0  1.000E-02   2.595E-22
1300.0  1.585E-02   1.637E-22
1300.0  2.512E-02   1.028E-22
1300.0  3.981E-02   6.478E-23
1300.0  6.310E-02   4.089E-23
1300.0  1.000E-01   2.585E-23
1300.0  1.585E-01   1.637E-23
1300.0  2.512E-01   1.033E-23
1300.0  3.981E-01   6.491E-24
1300.0  6.310E-01   4.089E-24
1300.0  1.000E+00   2.581E-24
1300.0  1.585E+00   1.632E-24
1300.0  2.512E+00   1.503E-24
1300.0  3.981E+00   1.272E-24
1300.0  6.310E+00   1.048E-24
1300.0  1.000E+01   8.450E-25
1300.0  1.585E+01   6.656E-25
1300.0  2.512E+01   5.116E-25
1300.0  3.981E+01   3.837E-25
1300.0  6.310E+01   2.811E-25
1300.0  1.000E+02   2.020E-25
1300.0  1.585E+02   1.421E-25
1300.0  2.512E+02   9.822E-26
1300.0  3.981E+02   6.681E-26
1300.0  6.310E+02   4.484E-26
1300.0  1.000E+03   2.977E-26
1350.0  1.000E-08   6.033E-15
1350.0  1.585E-08   2.964E-15
1350.0  2.512E-08   1.467E-15
1350.0  3.981E-08   7.312E-16
1350.0  6.310E-08   3.663E-16
1350.0  1.000E-07   1.844E-16
1350.0  1.585E-07   9.315E-17
1350.0  2.512E-07   4.612E-17
1350.0  3.981E-07   2.291E-17
1350.0  6.310E-07   1.145E-17
1350.0  1.000E-06   5.747E-18
1350.0  1.585E-06   2.896E-18
1350.0  2.512E-06   1.465E-18
1350.0  3.981E-06   7.282E-19
1350.0  6.310E-06   3.619E-19
1350.0  1.000E-05   2.077E-19
1350.0  1.585E-05   1.651E-19
1350.0  2.512E-05   1.315E-19
1350.0  3.981E-05   1.049E-19
1350.0  6.310E-05   8.309E-20
1350.0  1.000E-04   6.573E-20
1350.0  1.585E-04   5.213E-20
1350.0  2.512E-04   4.143E-20
1350.0  3.981E-04   3.299E-20
1350.0  6.310E-04   2.588E-20
1350.0  1.000E-03   1.631E-20
1350.0  1.585E-03   1.025E-20
1350.0  2.512E-03   6.459E-21
1350.0  3.981E-03   4.078E-21
1350.0  6.310E-03   2.578E-21
1350.0  1.000E-02   1.632E-21
1350.0  1.585E-02   1.030E-21
1350.0  2.512E-02   6.469E-22
1350.0  3.981E-02   4.075E-22
1350.0  6.310E-02   2.572E-22
1350.0  1.000E-01   1.626E-22
1350.0  1.585E-01   1.029E-22
1350.0  2.512E-01   6.500E-23
1350.0  3.981E-01   4.084E-23
1350.0  6.310E-01   2.573E-23
1350.0  1.000E+00   1.624E-23
1350.0  1.585E+00   1.028E-23
1350.0  2.512E+00   6.515E-24
1350.0  3.981E+00   6.397E-24
1350.0  6.310E+00   5.349E-24
1350.0  1.000E+01   4.379E-24
1350.0  1.585E+01   3.501E-24
1350.0  2.512E+01   2.727E-24
1350.0  3.981E+01   2.069E-24
1350.0  6.310E+01   1.531E-24
1350.0  1.000E+02   1.110E-24
1350.0  1.585E+02   7.884E-25
1350.0  2.512E+02   5.493E-25
1350.0  3.981E+02   3.764E-25
1350.0  6.310E+02   2.543E-25
1350.0  1.000E+03   1.697E-25
1400.0  1.000E-08   5.152E-14
1400.0  1.585E-08   2.510E-14
1400.0  2.512E-08   1.234E-14
1400.0  3.981E-08   6.118E-15
1400.0  6.310E-08   3.053E-15
1400.0  1.000E-07   1.532E-15
1400.0  1.585E-07   7.719E-16
1400.0  2.512E-07   3.813E-16
1400.0  3.981E-07   1.892E-16
1400.0  6.310E-07   9.438E-17
1400.0  1.000E-06   4.733E-17
1400.0  1.585E-06   2.384E-17
1400.0  2.512E-06   1.205E-17
1400.0  3.981E-06   5.986E-18
1400.0  6.310E-06   2.974E-18
1400.0  1.000E-05   1.486E-18
1400.0  1.585E-05   7.457E-19
1400.0  2.512E-05   5.008E-19
1400.0  3.981E-05   3.994E-19
1400.0  6.310E-05   3.163E-19
1400.0  1.000E-04   2.502E-19
1400.0  1.585E-04   1.984E-19
1400.0  2.512E-04   1.577E-19
1400.0  3.981E-04   1.255E-19
1400.0  6.310E-04   1.001E-19
1400.0  1.000E-03   7.936E-20
1400.0  1.585E-03   5.614E-20
1400.0  2.512E-03   3.537E-20
1400.0  3.981E-03   2.233E-20
1400.0  6.310E-03   1.412E-20
1400.0  1.000E-02   8.939E-21
1400.0  1.585E-02   5.638E-21
1400.0  2.512E-02   3.543E-21
1400.0  3.981E-02   2.232E-21
1400.0  6.310E-02   1.409E-21
1400.0  1.000E-01   8.906E-22
1400.0  1.585E-01   5.638E-22
1400.0  2.512E-01   3.560E-22
1400.0  3.981E-01   2.236E-22
1400.0  6.310E-01   1.408E-22
1400.0  1.000E+00   8.889E-23
1400.0  1.585E+00   5.620E-23
1400.0  2.512E+00   3.557E-23
1400.0  3.981E+00   2.778E-23
1400.0  6.310E+00   2.339E-23
1400.0  1.000E+01   1.928E-23
1400.0  1.585E+01   1.553E-23
1400.0  2.512E+01   1.220E-23
1400.0  3.981E+01   9.337E-24
1400.0  6.310E+01   6.972E-24
1400.0  1.000E+02   5.100E-24
1400.0  1.585E+02   3.652E-24
1400.0  2.512E+02   2.565E-24
1400.0  3.981E+02   1.770E-24
1400.0  6.310E+02   1.204E-24
1400.0  1.000E+03   8.085E-25
1450.0  1.000E-08   1.581E-12
1450.0  1.585E-08   4.703E-13
1450.0  2.512E-08   1.422E-13
1450.0  3.981E-08   4.700E-14
1450.0  6.310E-08   2.331E-14
1450.0  1.000E-07   1.164E-14
1450.0  1.585E-07   5.844E-15
1450.0  2.512E-07   2.878E-15
1450.0  3.981E-07   1.424E-15
1450.0  6.310E-07   7.090E-16
1450.0  1.000E-06   3.550E-16
1450.0  1.585E-06   1.786E-16
1450.0  2.512E-06   9.020E-17
1450.0  3.981E-06   4.477E-17
1450.0  6.310E-06   2.223E-17
1450.0  1.000E-05   1.110E-17
1450.0  1.585E-05   5.568E-18
1450.0  2.512E-05   2.806E-18
1450.0  3.981E-05   1.419E-18
1450.0  6.310E-05   1.078E-18
1450.0  1.000E-04   8.524E-19
1450.0  1.585E-04   6.759E-19
1450.0  2.512E-04   5.372E-19
1450.0  3.981E-04   4.277E-19
1450.0  6.310E-04   3.410E-19
1450.0  1.000E-03   2.703E-19
1450.0  1.585E-03   2.136E-19
1450.0  2.512E-03   1.692E-19
1450.0  3.981E-03   1.096E-19
1450.0  6.310E-03   6.928E-20
1450.0  1.000E-02   4.386E-20
1450.0  1.585E-02   2.766E-20
1450.0  2.512E-02   1.738E-20
1450.0  3.981E-02   1.095E-20
1450.0  6.310E-02   6.912E-21
1450.0  1.000E-01   4.370E-21
1450.0  1.585E-01   2.766E-21
1450.0  2.512E-01   1.746E-21
1450.0  3.981E-01   1.097E-21
1450.0  6.310E-01   6.910E-22
1450.0  1.000E+00   4.361E-22
1450.0  1.585E+00   2.758E-22
1450.0  2.512E+00   1.746E-22
1450.0  3.981E+00   1.105E-22
1450.0  6.310E+00   9.288E-23
1450.0  1.000E+01   7.759E-23
1450.0  1.585E+01   6.339E-23
1450.0  2.512E+01   5.052E-23
1450.0  3.981E+01   3.919E-23
1450.0  6.310E+01   2.960E-23
1450.0  1.000E+02   2.186E-23
1450.0  1.585E+02   1.579E-23
1450.0  2.512E+02   1.118E-23
1450.0  3.981E+02   7.774E-24
1450.0  6.310E+02   5.322E-24
1450.0  1.000E+03   3.595E-24
1500.0  1.000E-08   3.877E-11
1500.0  1.585E-08   1.103E-11
1500.0  2.512E-08   3.221E-12
1500.0  3.981E-08   9.607E-13
1500.0  6.310E-08   2.914E-13
1500.0  1.000E-07   8.957E-14
1500.0  1.585E-07   3.758E-14
1500.0  2.512E-07   1.838E-14
1500.0  3.981E-07   9.043E-15
1500.0  6.310E-07   4.484E-15
1500.0  1.000E-06   2.238E-15
1500.0  1.585E-06   1.123E-15
1500.0  2.512E-06   5.659E-16
1500.0  3.981E-06   2.804E-16
1500.0  6.310E-06   1.390E-16
1500.0  1.000E-05   6.934E-17
1500.0  1.585E-05   3.476E-17
1500.0  2.512E-05   1.750E-17
1500.0  3.981E-05   8.846E-18
1500.0  6.310E-05   4.406E-18
1500.0  1.000E-04   2.721E-18
1500.0  1.585E-04   2.157E-18
1500.0  2.512E-04   1.714E-18
1500.0  3.981E-04   1.364E-18
1500.0  6.310E-04   1.088E-18
1500.0  1.000E-03   8.621E-19
1500.0  1.585E-03   6.813E-19
1500.0  2.512E-03   5.397E-19
1500.0  3.981E-03   4.283E-19
1500.0  6.310E-03   3.041E-19
1500.0  1.000E-02   1.925E-19
1500.0  1.585E-02   1.214E-19
1500.0  2.512E-02   7.629E-20
1500.0  3.981E-02   4.806E-20
1500.0  6.310E-02   3.034E-20
1500.0  1.000E-01   1.918E-20
1500.0  1.585E-01   1.214E-20
1500.0  2.512E-01   7.665E-21
1500.0  3.981E-01   4.815E-21
1500.0  6.310E-01   3.032E-21
1500.0  1.000E+00   1.914E-21
1500.0  1.585E+00   1.210E-21
1500.0  2.512E+00   7.657E-22
1500.0  3.981E+00   4.840E-22
1500.0  6.310E+00   3.044E-22
1500.0  1.000E+01   2.767E-22
1500.0  1.585E+01   2.280E-22
1500.0  2.512E+01   1.832E-22
1500.0  3.981E+01   1.434E-22
1500.0  6.310E+01   1.092E-22
1500.0  1.000E+02   8.134E-23
1500.0  1.585E+02   5.924E-23
1500.0  2.512E+02   4.227E-23
1500.0  3.981E+02   2.961E-23
1500.0  6.310E+02   2.041E-23
1500.0  1.000E+03   1.387E-23
1550.0  1.000E-08   9.658E-10
1550.0  1.585E-08   2.566E-10
1550.0  2.512E-08   7.108E-11
1550.0  3.981E-08   2.034E-11
1550.0  6.310E-08   5.968E-12
1550.0  1.000E-07   1.787E-12
1550.0  1.585E-07   5.437E-13
1550.0  2.512E-07   1.633E-13
1550.0  3.981E-07   5.344E-14
1550.0  6.310E-07   2.634E-14
1550.0  1.000E-06   1.308E-14
1550.0  1.585E-06   6.540E-15
1550.0  2.512E-06   3.287E-15
1550.0  3.981E-06   1.624E-15
1550.0  6.310E-06   8.038E-16
1550.0  1.000E-05   4.003E-16
1550.0  1.585E-05   2.004E-16
1550.0  2.512E-05   1.008E-16
1550.0  3.981E-05   5.092E-17
1550.0  6.310E-05   2.535E-17
1550.0  1.000E-04   1.258E-17
1550.0  1.585E-04   6.278E-18
1550.0  2.512E-04   5.002E-18
1550.0  3.981E-04   3.981E-18
1550.0  6.310E-04   3.173E-18
1550.0  1.000E-03   2.515E-18
1550.0  1.585E-03   1.987E-18
1550.0  2.512E-03   1.574E-18
1550.0  3.981E-03   1.249E-18
1550.0  6.310E-03   9.925E-19
1550.0  1.000E-02   7.720E-19
1550.0  1.585E-02   4.869E-19
1550.0  2.512E-02   3.060E-19
1550.0  3.981E-02   1.927E-19
1550.0  6.310E-02   1.217E-19
1550.0  1.000E-01   7.691E-20
1550.0  1.585E-01   4.868E-20
1550.0  2.512E-01   3.074E-20
1550.0  3.981E-01   1.931E-20
1550.0  6.310E-01   1.216E-20
1550.0  1.000E+00   7.674E-21
1550.0  1.585E+00   4.851E-21
1550.0  2.512E+00   3.071E-21
1550.0  3.981E+00   1.942E-21
1550.0  6.310E+00   1.221E-21
1550.0  1.000E+01   9.097E-22
1550.0  1.585E+01   7.589E-22
1550.0  2.512E+01   6.183E-22
1550.0  3.981E+01   4.907E-22
1550.0  6.310E+01   3.787E-22
1550.0  1.000E+02   2.849E-22
1550.0  1.585E+02   2.094E-22
1550.0  2.512E+02   1.507E-22
1550.0  3.981E+02   1.063E-22
1550.0  6.310E+02   7.377E-23
1550.0  1.000E+03   5.043E-23
1600.0  1.000E-08   6.496E-09
1600.0  1.585E-08   5.167E-09
1600.0  2.512E-08   1.419E-09
1600.0  3.981E-08   3.766E-10
1600.0  6.310E-08   1.042E-10
1600.0  1.000E-07   2.976E-11
1600.0  1.585E-07   8.723E-12
1600.0  2.512E-07   2.540E-12
1600.0  3.981E-07   7.535E-13
1600.0  6.310E-07   2.275E-13
1600.0  1.000E-06   6.967E-14
1600.0  1.585E-06   3.340E-14
1600.0  2.512E-06   1.669E-14
1600.0  3.981E-06   8.208E-15
1600.0  6.310E-06   4.046E-15
1600.0  1.000E-05   2.009E-15
1600.0  1.585E-05   1.004E-15
1600.0  2.512E-05   5.040E-16
1600.0  3.981E-05   2.541E-16
1600.0  6.310E-05   1.263E-16
1600.0  1.000E-04   6.264E-17
1600.0  1.585E-04   3.124E-17
1600.0  2.512E-04   1.566E-17
1600.0  3.981E-04   1.100E-17
1600.0  6.310E-04   8.769E-18
1600.0  1.000E-03   6.948E-18
1600.0  1.585E-03   5.489E-18
1600.0  2.512E-03   4.348E-18
1600.0  3.981E-03   3.450E-18
1600.0  6.310E-03   2.741E-18
1600.0  1.000E-02   2.178E-18
1600.0  1.585E-02   1.721E-18
1600.0  2.512E-02   1.120E-18
1600.0  3.981E-02   7.057E-19
1600.0  6.310E-02   4.454E-19
1600.0  1.000E-01   2.816E-19
1600.0  1.585E-01   1.782E-19
1600.0  2.512E-01   1.125E-19
1600.0  3.981E-01   7.069E-20
1600.0  6.310E-01   4.452E-20
1600.0  1.000E+00   2.809E-20
1600.0  1.585E+00   1.776E-20
1600.0  2.512E+00   1.124E-20
1600.0  3.981E+00   7.105E-21
1600.0  6.310E+00   4.464E-21
1600.0  1.000E+01   2.813E-21
1600.0  1.585E+01   2.293E-21
1600.0  2.512E+01   1.886E-21
1600.0  3.981E+01   1.510E-21
1600.0  6.310E+01   1.176E-21
1600.0  1.000E+02   8.922E-22
1600.0  1.585E+02   6.611E-22
1600.0  2.512E+02   4.792E-22
1600.0  3.981E+02   3.406E-22
1600.0  6.310E+02   2.379E-22
1600.0  1.000E+03   1.636E-22
1650.0  1.000E-08   1.328E-08
1650.0  1.585E-08   1.038E-08
1650.0  2.512E-08   8.197E-09
1650.0  3.981E-08   6.502E-09
1650.0  6.310E-08   1.853E-09
1650.0  1.000E-07   4.953E-10
1650.0  1.585E-07   1.376E-10
1650.0  2.512E-07   3.828E-11
1650.0  3.981E-07   1.096E-11
1650.0  6.310E-07   3.217E-12
1650.0  1.000E-06   9.635E-13
1650.0  1.585E-06   2.931E-13
1650.0  2.512E-06   9.034E-14
1650.0  3.981E-06   3.898E-14
1650.0  6.310E-06   1.911E-14
1650.0  1.000E-05   9.453E-15
1650.0  1.585E-05   4.707E-15
1650.0  2.512E-05   2.358E-15
1650.0  3.981E-05   1.187E-15
1650.0  6.310E-05   5.889E-16
1650.0  1.000E-04   2.916E-16
1650.0  1.585E-04   1.453E-16
1650.0  2.512E-04   7.277E-17
1650.0  3.981E-04   3.661E-17
1650.0  6.310E-04   2.254E-17
1650.0  1.000E-03   1.785E-17
1650.0  1.585E-03   1.410E-17
1650.0  2.512E-03   1.116E-17
1650.0  3.981E-03   8.857E-18
1650.0  6.310E-03   7.037E-18
1650.0  1.000E-02   5.593E-18
1650.0  1.585E-02   4.420E-18
1650.0  2.512E-02   3.468E-18
1650.0  3.981E-02   2.397E-18
1650.0  6.310E-02   1.513E-18
1650.0  1.000E-01   9.565E-19
1650.0  1.585E-01   6.055E-19
1650.0  2.512E-01   3.822E-19
1650.0  3.981E-01   2.401E-19
1650.0  6.310E-01   1.512E-19
1650.0  1.000E+00   9.543E-20
1650.0  1.585E+00   6.032E-20
1650.0  2.512E+00   3.818E-20
1650.0  3.981E+00   2.413E-20
1650.0  6.310E+00   1.516E-20
1650.0  1.000E+01   9.557E-21
1650.0  1.585E+01   6.466E-21
1650.0  2.512E+01   5.382E-21
1650.0  3.981E+01   4.369E-21
1650.0  6.310E+01   3.448E-21
1650.0  1.000E+02   2.646E-21
1650.0  1.585E+02   1.980E-21
1650.0  2.512E+02   1.448E-21
1650.0  3.981E+02   1.037E-21
1650.0  6.310E+02   7.294E-22
1650.0  1.000E+03   5.048E-22
1700.0  1.000E-08   3.035E-08
1700.0  1.585E-08   2.165E-08
1700.0  2.512E-08   1.631E-08
1700.0  3.981E-08   1.264E-08
1700.0  6.310E-08   9.931E-09
1700.0  1.000E-07   7.849E-09
1700.0  1.585E-07   2.027E-09
1700.0  2.512E-07   5.227E-10
1700.0  3.981E-07   1.410E-10
1700.0  6.310E-07   3.949E-11
1700.0  1.000E-06   1.140E-11
1700.0  1.585E-06   3.368E-12
1700.0  2.512E-06   1.014E-12
1700.0  3.981E-06   3.030E-13
1700.0  6.310E-06   9.146E-14
1700.0  1.000E-05   3.998E-14
1700.0  1.585E-05   1.980E-14
1700.0  2.512E-05   9.872E-15
1700.0  3.981E-05   4.951E-15
1700.0  6.310E-05   2.450E-15
1700.0  1.000E-04   1.210E-15
1700.0  1.585E-04   6.018E-16
1700.0  2.512E-04   3.010E-16
1700.0  3.981E-04   1.513E-16
1700.0  6.310E-04   7.634E-17
1700.0  1.000E-03   4.383E-17
1700.0  1.585E-03   3.460E-17
1700.0  2.512E-03   2.739E-17
1700.0  3.981E-03   2.172E-17
1700.0  6.310E-03   1.726E-17
1700.0  1.000E-02   1.372E-17
1700.0  1.585E-02   1.084E-17
1700.0  2.512E-02   8.508E-18
1700.0  3.981E-02   6.671E-18
1700.0  6.310E-02   4.767E-18
1700.0  1.000E-01   3.014E-18
1700.0  1.585E-01   1.908E-18
1700.0  2.512E-01   1.204E-18
1700.0  3.981E-01   7.564E-19
1700.0  6.310E-01   4.764E-19
1700.0  1.000E+00   3.006E-19
1700.0  1.585E+00   1.900E-19
1700.0  2.512E+00   1.203E-19
1700.0  3.981E+00   7.602E-20
1700.0  6.310E+00   4.775E-20
1700.0  1.000E+01   3.008E-20
1700.0  1.585E+01   1.899E-20
1700.0  2.512E+01   1.419E-20
1700.0  3.981E+01   1.163E-20
1700.0  6.310E+01   9.271E-21
1700.0  1.000E+02   7.173E-21
1700.0  1.585E+02   5.414E-21
1700.0  2.512E+02   3.991E-21
1700.0  3.981E+02   2.879E-21
1700.0  6.310E+02   2.038E-21
1700.0  1.000E+03   1.419E-21
1750.0  1.000E-08   9.906E-08
1750.0  1.585E-08   5.699E-08
1750.0  2.512E-08   3.681E-08
1750.0  3.981E-08   2.596E-08
1750.0  6.310E-08   1.937E-08
1750.0  1.000E-07   1.492E-08
1750.0  1.585E-07   1.167E-08
1750.0  2.512E-07   7.381E-09
1750.0  3.981E-07   1.837E-09
1750.0  6.310E-07   4.826E-10
1750.0  1.000E-06   1.324E-10
1750.0  1.585E-06   3.758E-11
1750.0  2.512E-06   1.096E-11
1750.0  3.981E-06   3.186E-12
1750.0  6.310E-06   9.414E-13
1750.0  1.000E-05   2.833E-13
1750.0  1.585E-05   8.652E-14
1750.0  2.512E-05   3.919E-14
1750.0  3.981E-05   1.956E-14
1750.0  6.310E-05   9.642E-15
1750.0  1.000E-04   4.748E-15
1750.0  1.585E-04   2.355E-15
1750.0  2.512E-04   1.176E-15
1750.0  3.981E-04   5.901E-16
1750.0  6.310E-04   2.974E-16
1750.0  1.000E-03   1.482E-16
1750.0  1.585E-03   7.342E-17
1750.0  2.512E-03   6.329E-17
1750.0  3.981E-03   5.018E-17
1750.0  6.310E-03   3.985E-17
1750.0  1.000E-02   3.167E-17
1750.0  1.585E-02   2.503E-17
1750.0  2.512E-02   1.965E-17
1750.0  3.981E-02   1.541E-17
1750.0  6.310E-02   1.205E-17
1750.0  1.000E-01   8.917E-18
1750.0  1.585E-01   5.644E-18
1750.0  2.512E-01   3.563E-18
1750.0  3.981E-01   2.238E-18
1750.0  6.310E-01   1.409E-18
1750.0  1.000E+00   8.894E-19
1750.0  1.585E+00   5.622E-19
1750.0  2.512E+00   3.558E-19
1750.0  3.981E+00   2.249E-19
1750.0  6.310E+00   1.413E-19
1750.0  1.000E+01   8.897E-20
1750.0  1.585E+01   5.617E-20
1750.0  2.512E+01   3.527E-20
1750.0  3.981E+01   2.926E-20
1750.0  6.310E+01   2.363E-20
1750.0  1.000E+02   1.850E-20
1750.0  1.585E+02   1.412E-20
1750.0  2.512E+02   1.051E-20
1750.0  3.981E+02   7.646E-21
1750.0  6.310E+02   5.451E-21
1750.0  1.000E+03   3.819E-21
1800.0  1.000E-08   5.043E-07
1800.0  1.585E-08   2.301E-07
1800.0  2.512E-08   1.162E-07
1800.0  3.981E-08   6.624E-08
1800.0  6.310E-08   4.243E-08
1800.0  1.000E-07   2.975E-08
1800.0  1.585E-07   2.210E-08
1800.0  2.512E-07   1.696E-08
1800.0  3.981E-07   1.324E-08
1800.0  6.310E-07   5.710E-09
1800.0  1.000E-06   1.447E-09
1800.0  1.585E-06   3.855E-10
1800.0  2.512E-06   1.069E-10
1800.0  3.981E-06   2.978E-11
1800.0  6.310E-06   8.509E-12
1800.0  1.000E-05   2.495E-12
1800.0  1.585E-05   7.462E-13
1800.0  2.512E-05   2.269E-13
1800.0  3.981E-05   7.095E-14
1800.0  6.310E-05   3.474E-14
1800.0  1.000E-04   1.702E-14
1800.0  1.585E-04   8.408E-15
1800.0  2.512E-04   4.185E-15
1800.0  3.981E-04   2.095E-15
1800.0  6.310E-04   1.054E-15
1800.0  1.000E-03   5.242E-16
1800.0  1.585E-03   2.594E-16
1800.0  2.512E-03   1.291E-16
1800.0  3.981E-03   1.116E-16
1800.0  6.310E-03   8.854E-17
1800.0  1.000E-02   7.034E-17
1800.0  1.585E-02   5.558E-17
1800.0  2.512E-02   4.364E-17
1800.0  3.981E-02   3.424E-17
1800.0  6.310E-02   2.679E-17
1800.0  1.000E-01   2.083E-17
1800.0  1.585E-01   1.568E-17
1800.0  2.512E-01   9.897E-18
1800.0  3.981E-01   6.216E-18
1800.0  6.310E-01   3.915E-18
1800.0  1.000E+00   2.470E-18
1800.0  1.585E+00   1.561E-18
1800.0  2.512E+00   9.882E-19
1800.0  3.981E+00   6.246E-19
1800.0  6.310E+00   3.923E-19
1800.0  1.000E+01   2.470E-19
1800.0  1.585E+01   1.526E-19
1800.0  2.512E+01   9.855E-20
1800.0  3.981E+01   6.889E-20
1800.0  6.310E+01   5.619E-20
1800.0  1.000E+02   4.440E-20
1800.0  1.585E+02   3.419E-20
1800.0  2.512E+02   2.566E-20
1800.0  3.981E+02   1.881E-20
1800.0  6.310E+02   1.350E-20
1800.0  1.000E+03   9.519E-21
1850.0  1.000E-08   2.775E-06
1850.0  1.585E-08   1.154E-06
1850.0  2.512E-08   5.046E-07
1850.0  3.981E-08   2.375E-07
1850.0  6.310E-08   1.235E-07
1850.0  1.000E-07   7.198E-08
1850.0  1.585E-07   4.667E-08
1850.0  2.512E-07   3.289E-08
1850.0  3.981E-07   2.446E-08
1850.0  6.310E-07   1.876E-08
1850.0  1.000E-06   1.462E-08
1850.0  1.585E-06   4.026E-09
1850.0  2.512E-06   1.044E-09
1850.0  3.981E-06   2.752E-10
1850.0  6.310E-06   7.519E-11
1850.0  1.000E-05   2.128E-11
1850.0  1.585E-05   6.192E-12
1850.0  2.512E-05   1.842E-12
1850.0  3.981E-05   5.573E-13
1850.0  6.310E-05   1.677E-13
1850.0  1.000E-04   5.830E-14
1850.0  1.585E-04   2.865E-14
1850.0  2.512E-04   1.420E-14
1850.0  3.981E-04   7.087E-15
1850.0  6.310E-04   3.556E-15
1850.0  1.000E-03   1.765E-15
1850.0  1.585E-03   8.719E-16
1850.0  2.512E-03   4.336E-16
1850.0  3.981E-03   2.168E-16
1850.0  6.310E-03   1.872E-16
1850.0  1.000E-02   1.486E-16
1850.0  1.585E-02   1.174E-16
1850.0  2.512E-02   9.216E-17
1850.0  3.981E-02   7.233E-17
1850.0  6.310E-02   5.662E-17
1850.0  1.000E-01   4.406E-17
1850.0  1.585E-01   3.394E-17
1850.0  2.512E-01   2.562E-17
1850.0  3.981E-01   1.637E-17
1850.0  6.310E-01   1.031E-17
1850.0  1.000E+00   6.506E-18
1850.0  1.585E+00   4.112E-18
1850.0  2.512E+00   2.602E-18
1850.0  3.981E+00   1.645E-18
1850.0  6.310E+00   1.033E-18
1850.0  1.000E+01   6.406E-19
1850.0  1.585E+01   3.385E-19
1850.0  2.512E+01   2.339E-19
1850.0  3.981E+01   1.542E-19
1850.0  6.310E+01   1.273E-19
1850.0  1.000E+02   1.018E-19
1850.0  1.585E+02   7.930E-20
1850.0  2.512E+02   6.016E-20
1850.0  3.981E+02   4.451E-20
1850.0  6.310E+02   3.219E-20
1850.0  1.000E+03   2.284E-20
1900.0  1.000E-08   1.662E-05
1900.0  1.585E-08   6.656E-06
1900.0  2.512E-08   2.721E-06
1900.0  3.981E-08   1.148E-06
1900.0  6.310E-08   5.079E-07
1900.0  1.000E-07   2.418E-07
1900.0  1.585E-07   1.272E-07
1900.0  2.512E-07   7.496E-08
1900.0  3.981E-07   4.924E-08
1900.0  6.310E-07   3.500E-08
1900.0  1.000E-06   2.613E-08
1900.0  1.585E-06   2.005E-08
1900.0  2.512E-06   1.007E-08
1900.0  3.981E-06   2.442E-09
1900.0  6.310E-06   6.244E-10
